# Final state angular momentum:   1
# Broadening parameter (in eV):    0.200
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   20.28028028    0.06269929
   20.33033033    0.06232731
   20.38038038    0.06176502
   20.43043043    0.06107769
   20.48048048    0.06039432
   20.53053053    0.05987088
   20.58058058    0.05963615
   20.63063063    0.05975373
   20.68068068    0.06021817
   20.73073073    0.06097582
   20.78078078    0.06195222
   20.83083083    0.06306957
   20.88088088    0.06424720
   20.93093093    0.06539987
   20.98098098    0.06646304
   21.03103103    0.06744005
   21.08108108    0.06840928
   21.13113113    0.06946247
   21.18118118    0.07062614
   21.23123123    0.07182244
   21.28128128    0.07289178
   21.33133133    0.07366787
   21.38138138    0.07406061
   21.43143143    0.07409291
   21.48148148    0.07387108
   21.53153153    0.07351862
   21.58158158    0.07312305
   21.63163163    0.07271942
   21.68168168    0.07230046
   21.73173173    0.07183999
   21.78178178    0.07132133
   21.83183183    0.07075380
   21.88188188    0.07016196
   21.93193193    0.06955898
   21.98198198    0.06893369
   22.03203203    0.06827086
   22.08208208    0.06759236
   22.13213213    0.06697746
   22.18218218    0.06654029
   22.23223223    0.06639031
   22.28228228    0.06660838
   22.33233233    0.06724048
   22.38238238    0.06828869
   22.43243243    0.06968109
   22.48248248    0.07123371
   22.53253253    0.07265888
   22.58258258    0.07366208
   22.63263263    0.07407971
   22.68268268    0.07395454
   22.73273273    0.07350038
   22.78278278    0.07298620
   22.83283283    0.07261337
   22.88288288    0.07245834
   22.93293293    0.07248728
   22.98298298    0.07259443
   23.03303303    0.07262673
   23.08308308    0.07240088
   23.13313313    0.07173684
   23.18318318    0.07050863
   23.23323323    0.06869154
   23.28328328    0.06638905
   23.33333333    0.06382721
   23.38338338    0.06130257
   23.43343343    0.05909829
   23.48348348    0.05741157
   23.53353353    0.05631837
   23.58358358    0.05577161
   23.63363363    0.05562708
   23.68368368    0.05569483
   23.73373373    0.05579601
   23.78378378    0.05579175
   23.83383383    0.05557854
   23.88388388    0.05507766
   23.93393393    0.05423723
   23.98398398    0.05304142
   24.03403403    0.05151698
   24.08408408    0.04973398
   24.13413413    0.04780247
   24.18418418    0.04586453
   24.23423423    0.04407308
   24.28428428    0.04255630
   24.33433433    0.04138551
   24.38438438    0.04056403
   24.43443443    0.04003532
   24.48448448    0.03970023
   24.53453453    0.03943409
   24.58458458    0.03910048
   24.63463463    0.03856786
   24.68468468    0.03774470
   24.73473473    0.03663375
   24.78478478    0.03535503
   24.83483483    0.03408830
   24.88488488    0.03298503
   24.93493493    0.03212767
   24.98498498    0.03153754
   25.03503504    0.03119675
   25.08508509    0.03106585
   25.13513514    0.03109344
   25.18518519    0.03121944
   25.23523524    0.03137745
   25.28528529    0.03150310
   25.33533534    0.03154844
   25.38538539    0.03149525
   25.43543544    0.03135851
   25.48548549    0.03117718
   25.53553554    0.03099740
   25.58558559    0.03085752
   25.63563564    0.03078211
   25.68568569    0.03078418
   25.73573574    0.03086983
   25.78578579    0.03104043
   25.83583584    0.03129152
   25.88588589    0.03160959
   25.93593594    0.03196796
   25.98598599    0.03232464
   26.03603604    0.03262770
   26.08608609    0.03283088
   26.13613614    0.03291045
   26.18618619    0.03286919
   26.23623624    0.03272769
   26.28628629    0.03251530
   26.33633634    0.03226458
   26.38638639    0.03200424
   26.43643644    0.03175037
   26.48648649    0.03150167
   26.53653654    0.03124171
   26.58658659    0.03094710
   26.63663664    0.03059721
   26.68668669    0.03018208
   26.73673674    0.02970849
   26.78678679    0.02920277
   26.83683684    0.02870620
   26.88688689    0.02826110
   26.93693694    0.02789397
   26.98698699    0.02760453
   27.03703704    0.02736600
   27.08708709    0.02713754
   27.13713714    0.02688586
   27.18718719    0.02660528
   27.23723724    0.02632042
   27.28728729    0.02607143
   27.33733734    0.02589835
   27.38738739    0.02583278
   27.43743744    0.02589249
   27.48748749    0.02607559
   27.53753754    0.02635638
   27.58758759    0.02668769
   27.63763764    0.02701256
   27.68768769    0.02728312
   27.73773774    0.02747591
   27.78778779    0.02759073
   27.83783784    0.02763440
   27.88788789    0.02760711
   27.93793794    0.02750239
   27.98798799    0.02731225
   28.03803804    0.02702607
   28.08808809    0.02662585
   28.13813814    0.02609060
   28.18818819    0.02541257
   28.23823824    0.02461009
   28.28828829    0.02372353
   28.33833834    0.02279871
   28.38838839    0.02187216
   28.43843844    0.02096777
   28.48848849    0.02010232
   28.53853854    0.01929161
   28.58858859    0.01855216
   28.63863864    0.01789892
   28.68868869    0.01734160
   28.73873874    0.01688237
   28.78878879    0.01651574
   28.83883884    0.01623077
   28.88888889    0.01601429
   28.93893894    0.01585353
   28.98898899    0.01573648
   29.03903904    0.01565040
   29.08908909    0.01558075
   29.13913914    0.01551260
   29.18918919    0.01543385
   29.23923924    0.01533735
   29.28928929    0.01522080
   29.33933934    0.01508523
   29.38938939    0.01493356
   29.43943944    0.01476950
   29.48948949    0.01459634
   29.53953954    0.01441604
   29.58958959    0.01422860
   29.63963964    0.01403179
   29.68968969    0.01382208
   29.73973974    0.01359775
   29.78978979    0.01336335
   29.83983984    0.01313066
   29.88988989    0.01291382
   29.93993994    0.01272297
   29.98998999    0.01256165
   30.04004004    0.01242839
   30.09009009    0.01231942
   30.14014014    0.01223077
   30.19019019    0.01215912
   30.24024024    0.01210142
   30.29029029    0.01205487
   30.34034034    0.01201805
   30.39039039    0.01199154
   30.44044044    0.01197669
   30.49049049    0.01197294
   30.54054054    0.01197585
   30.59059059    0.01197686
   30.64064064    0.01196475
   30.69069069    0.01192841
   30.74074074    0.01186038
   30.79079079    0.01175971
   30.84084084    0.01163242
   30.89089089    0.01148936
