# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   35.94594595    0.02379168
   35.99599600    0.02390210
   36.04604605    0.02400983
   36.09609610    0.02411420
   36.14614615    0.02421460
   36.19619620    0.02431048
   36.24624625    0.02440135
   36.29629630    0.02448682
   36.34634635    0.02456658
   36.39639640    0.02464043
   36.44644645    0.02470825
   36.49649650    0.02477005
   36.54654655    0.02482591
   36.59659660    0.02487603
   36.64664665    0.02492071
   36.69669670    0.02496029
   36.74674675    0.02499522
   36.79679680    0.02502601
   36.84684685    0.02505320
   36.89689690    0.02507739
   36.94694695    0.02509920
   36.99699700    0.02511928
   37.04704705    0.02513829
   37.09709710    0.02515688
   37.14714715    0.02517574
   37.19719720    0.02519550
   37.24724725    0.02521680
   37.29729730    0.02524026
   37.34734735    0.02526644
   37.39739740    0.02529587
   37.44744745    0.02532904
   37.49749750    0.02536634
   37.54754755    0.02540813
   37.59759760    0.02545469
   37.64764765    0.02550620
   37.69769770    0.02556280
   37.74774775    0.02562453
   37.79779780    0.02569139
   37.84784785    0.02576329
   37.89789790    0.02584014
   37.94794795    0.02592179
   37.99799800    0.02600807
   38.04804805    0.02609883
   38.09809810    0.02619391
   38.14814815    0.02629318
   38.19819820    0.02639655
   38.24824825    0.02650394
   38.29829830    0.02661534
   38.34834835    0.02673076
   38.39839840    0.02685024
   38.44844845    0.02697386
   38.49849850    0.02710170
   38.54854855    0.02723385
   38.59859860    0.02737038
   38.64864865    0.02751135
   38.69869870    0.02765674
   38.74874875    0.02780649
   38.79879880    0.02796045
   38.84884885    0.02811838
   38.89889890    0.02827993
   38.94894895    0.02844460
   38.99899900    0.02861179
   39.04904905    0.02878078
   39.09909910    0.02895072
   39.14914915    0.02912065
   39.19919920    0.02928954
   39.24924925    0.02945630
   39.29929930    0.02961984
   39.34934935    0.02977910
   39.39939940    0.02993308
   39.44944945    0.03008093
   39.49949950    0.03022197
   39.54954955    0.03035575
   39.59959960    0.03048208
   39.64964965    0.03060106
   39.69969970    0.03071310
   39.74974975    0.03081893
   39.79979980    0.03091956
   39.84984985    0.03101629
   39.89989990    0.03111065
   39.94994995    0.03120431
   40.00000000    0.03129906
